101;arms_factory;3628.00;10.10;1902.00;2.40;0
101;arms_factory;3654.00;9.70;1885.00;3.61;0
101;arms_factory;3626.00;10.03;1901.00;0.35;0
101;arms_factory;3638.00;9.70;1884.00;3.01;0
101;arms_factory;3659.00;9.70;1883.00;0.85;0
101;arms_factory;3615.00;9.70;1912.00;3.51;0
101;industrial_complex;3647.00;10.20;1903.00;5.07;0
101;industrial_complex;3613.00;9.70;1907.00;2.92;0
101;industrial_complex;3622.00;9.70;1892.00;4.12;0
101;industrial_complex;3627.00;9.70;1915.00;1.96;0
101;industrial_complex;3630.00;10.10;1906.00;3.52;0
101;industrial_complex;3656.00;9.70;1888.00;6.18;0
101;air_base;3636.00;10.18;1902.00;2.56;0
101;supply_node;3626.00;9.70;1919.00;3.22;0
101;supply_node;3640.00;9.70;1893.00;6.15;0
101;supply_node;3653.00;9.70;1891.00;1.34;0
101;supply_node;3642.00;10.10;1906.00;4.28;0
101;supply_node;3621.00;9.80;1908.00;0.58;0
101;supply_node;3618.00;9.70;1896.00;3.52;0
101;supply_node;3638.00;9.70;1883.00;0.17;0
101;supply_node;3637.00;9.70;1918.00;2.76;0
101;supply_node;3631.00;10.07;1911.00;5.69;0
101;supply_node;3613.00;9.70;1906.00;0.89;0
101;supply_node;3651.00;10.28;1907.00;4.93;0
101;supply_node;3630.00;9.90;1900.00;1.58;0
101;supply_node;3629.00;9.70;1890.00;3.06;0
101;supply_node;3619.00;9.70;1887.00;0.82;0
101;supply_node;3660.00;9.70;1881.00;2.29;0
101;supply_node;3625.00;9.70;1881.00;5.23;0
101;supply_node;3650.00;9.70;1882.00;2.99;0
101;naval_base;3652.00;9.50;1880.00;0.00;20819
101;naval_base;3622.00;9.50;1879.00;0.00;18483
101;naval_base;3639.00;9.50;1880.00;0.00;21703
101;naval_base;3664.00;9.50;1875.00;0.20;20819
101;naval_base;3619.00;9.70;1916.00;-2.55;21647
101;naval_base;3617.00;9.50;1915.00;-2.68;21647
101;naval_base;3613.00;9.50;1895.00;-1.57;21670
101;naval_base;3617.00;9.50;1888.00;-1.89;21670
101;naval_base;3612.00;9.50;1909.00;-1.25;21670
101;bunker;3622.00;9.70;1885.00;1.59;0
101;bunker;3635.00;10.15;1909.00;3.15;0
101;bunker;3614.00;9.70;1901.00;5.81;0
101;bunker;3655.00;9.70;1883.00;3.66;0
101;bunker;3634.00;9.90;1898.00;4.86;0
101;bunker;3641.00;10.00;1914.00;1.60;0
101;bunker;3637.00;10.20;1904.00;4.26;0
101;bunker;3656.00;9.70;1893.00;0.64;0
101;bunker;3627.00;10.03;1907.00;2.20;0
101;bunker;3645.00;9.70;1888.00;0.04;0
101;bunker;3632.00;9.70;1890.00;2.71;0
101;bunker;3657.00;9.70;1881.00;5.37;0
101;bunker;3637.00;9.70;1882.00;2.10;0
101;bunker;3652.00;10.20;1905.00;3.31;0
101;bunker;3630.00;9.70;1882.00;1.16;0
101;bunker;3613.00;9.70;1901.00;3.82;0
101;bunker;3627.00;9.70;1917.00;5.38;0
101;coastal_bunker;3648.00;9.50;1881.00;0.00;0
101;coastal_bunker;3614.00;9.50;1893.00;-1.57;0
101;coastal_bunker;3642.00;9.50;1880.00;0.79;0
101;coastal_bunker;3630.00;9.70;1880.00;0.00;0
101;coastal_bunker;3618.00;9.70;1916.00;-2.68;0
101;coastal_bunker;3622.00;9.50;1921.00;-2.55;0
101;coastal_bunker;3619.00;9.50;1882.00;-0.20;0
101;coastal_bunker;3614.00;9.70;1910.00;-3.31;0
101;coastal_bunker;3666.00;9.50;1875.00;0.20;0
101;dockyard;3624.00;9.70;1921.00;-2.55;0
101;anti_air_building;3627.00;9.70;1882.00;4.34;0
101;anti_air_building;3650.00;10.20;1910.00;0.72;0
101;anti_air_building;3646.00;9.70;1893.00;3.38;0
101;synthetic_refinery;3623.00;9.70;1887.00;6.04;0
101;fuel_silo;3616.00;9.70;1898.00;2.78;0
101;radar_station;3639.00;10.10;1901.00;3.90;0
101;rocket_site;3638.00;10.00;1912.00;1.83;0
101;nuclear_reactor;3649.00;9.73;1894.00;5.95;0
101;floating_harbor;3650.00;9.50;1873.00;-3.14;7940
